DivClass,ButtonId,ButtonLabel,URL,URLThumbnailPicture,OnClickFunction,OnClickFunctionPlayListVideoListButtonId,OnClickFunctionVideoListFolderName,OnClickFunctionVideoListFileName,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3b,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3c,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3d,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3e,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3f,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3g,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3h,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3i,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3j,OnClickFunctionVideoListMusicVideoLinerNotesButtonE1a3k
Section-D1a5-VideoList-AW,PlayListButton-AW-VideoListButton-09,09. Game of Thrones - Ramin Djawadi - Light of the Seven (Live),https://www.youtube.com/watch?v=lNroNErjdo0,https://img.youtube.com/vi/lNroNErjdo0/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AW-VideoListButton-09,Section-D1a5-VideoList-AW,09. ??????,AW.09.,AW.09.,AW.09.,AW.09.,AW.09.,AW.09.,AW.09.,AW.09.,AW.09.,AW.09.
Section-D1a5-VideoList-AW,PlayListButton-AW-VideoListButton-10,10. Game of Thrones - Ramin Djawadi - Main Theme (Symphony Orchestra),https://www.youtube.com/watch?v=pm738skMIU0,https://img.youtube.com/vi/pm738skMIU0/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AW-VideoListButton-10,Section-D1a5-VideoList-AW,10. ??????,AW.10.,AW.10.,AW.10.,AW.10.,AW.10.,AW.10.,AW.10.,AW.10.,AW.10.,AW.10.
Section-D1a5-VideoList-AW,PlayListButton-AW-VideoListButton-11,11. Game of Thrones - Ramin Djawadi - Mhysa (Odyssey Project),https://www.youtube.com/watch?v=qntANSP32mQ,https://img.youtube.com/vi/qntANSP32mQ/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AW-VideoListButton-11,Section-D1a5-VideoList-AW,11. ??????,AW.11.,AW.11.,AW.11.,AW.11.,AW.11.,AW.11.,AW.11.,AW.11.,AW.11.,AW.11.
Section-D1a5-VideoList-AW,PlayListButton-AW-VideoListButton-12,"12. Game of Thrones - Ramin Djawadi - The Last of the Starks, The Winds of ...",https://www.youtube.com/watch?v=ofcSLZ0i4Zs,https://img.youtube.com/vi/ofcSLZ0i4Zs/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AW-VideoListButton-12,Section-D1a5-VideoList-AW,12. ??????,AW.12.,AW.12.,AW.12.,AW.12.,AW.12.,AW.12.,AW.12.,AW.12.,AW.12.,AW.12.
Section-D1a5-VideoList-AW,PlayListButton-AW-VideoListButton-13,13. Game of Thrones - Ramin Djawadi - The Night King,https://www.youtube.com/watch?v=5skX4-S-ooA,https://img.youtube.com/vi/5skX4-S-ooA/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AW-VideoListButton-13,Section-D1a5-VideoList-AW,13. ??????,AW.13.,AW.13.,AW.13.,AW.13.,AW.13.,AW.13.,AW.13.,AW.13.,AW.13.,AW.13.
Section-D1a5-VideoList-AW,PlayListButton-AW-VideoListButton-14,14. Game of Thrones - Ramin Djawadi - The Winds of Winter (Odyssey Project),https://www.youtube.com/watch?v=bLjP7IbKCXM,https://img.youtube.com/vi/bLjP7IbKCXM/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AW-VideoListButton-14,Section-D1a5-VideoList-AW,14. ??????,AW.14.,AW.14.,AW.14.,AW.14.,AW.14.,AW.14.,AW.14.,AW.14.,AW.14.,AW.14.
Section-D1a5-VideoList-AW,PlayListButton-AW-VideoListButton-15,"15. Game of Thrones - Ramin Djawadi - Two Steps From Hell, Protectors of the ...",https://www.youtube.com/watch?v=nTYLMt6nLUg,https://img.youtube.com/vi/nTYLMt6nLUg/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AW-VideoListButton-15,Section-D1a5-VideoList-AW,15. ??????,AW.15.,AW.15.,AW.15.,AW.15.,AW.15.,AW.15.,AW.15.,AW.15.,AW.15.,AW.15.
Section-D1a5-VideoList-AW,PlayListButton-AW-VideoListButton-16,16. Game of Thrones - Ramin Djawadi - Winds Of Winter,https://www.youtube.com/watch?v=nRKOitVmDhQ,https://img.youtube.com/vi/nRKOitVmDhQ/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AW-VideoListButton-16,Section-D1a5-VideoList-AW,16. ??????,AW.16.,AW.16.,AW.16.,AW.16.,AW.16.,AW.16.,AW.16.,AW.16.,AW.16.,AW.16.
Section-D1a5-VideoList-AW,PlayListButton-AW-VideoListButton-17,17. Game of Thrones - Ramin Djawadi - Winter Has Come (Live),https://www.youtube.com/watch?v=XWK3iosUOV4,https://img.youtube.com/vi/XWK3iosUOV4/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AW-VideoListButton-17,Section-D1a5-VideoList-AW,17. ??????,AW.17.,AW.17.,AW.17.,AW.17.,AW.17.,AW.17.,AW.17.,AW.17.,AW.17.,AW.17.
Section-D1a5-VideoList-AW,PlayListButton-AW-VideoListButton-18,18. Game of Thrones - Ramin Djawadi -The Night King,https://www.youtube.com/watch?v=5skX4-S-ooA,https://img.youtube.com/vi/5skX4-S-ooA/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AW-VideoListButton-18,Section-D1a5-VideoList-AW,18. ??????,AW.18.,AW.18.,AW.18.,AW.18.,AW.18.,AW.18.,AW.18.,AW.18.,AW.18.,AW.18.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-01,01. La Casa De Papel (Money Heist) - Bella Ciao,https://www.youtube.com/watch?v=JtPbk7WvHAQ,https://img.youtube.com/vi/JtPbk7WvHAQ/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-01,Section-D1a5-VideoList-AX,01. ??????,AX.01.,AX.01.,AX.01.,AX.01.,AX.01.,AX.01.,AX.01.,AX.01.,AX.01.,AX.01.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-02,02. La Casa De Papel (Money Heist) - Bella Ciao,https://www.youtube.com/watch?v=uveyVkCkflY,https://img.youtube.com/vi/uveyVkCkflY/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-02,Section-D1a5-VideoList-AX,02. ??????,AX.02.,AX.02.,AX.02.,AX.02.,AX.02.,AX.02.,AX.02.,AX.02.,AX.02.,AX.02.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-03,03. La Casa De Papel (Money Heist) - Bella Ciao,https://www.youtube.com/watch?v=p_eq98EINOI,https://img.youtube.com/vi/p_eq98EINOI/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-03,Section-D1a5-VideoList-AX,03. ??????,AX.03.,AX.03.,AX.03.,AX.03.,AX.03.,AX.03.,AX.03.,AX.03.,AX.03.,AX.03.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-04,04. La Casa De Papel (Money Heist) - Bella Ciao,https://www.youtube.com/watch?v=jQASzEhxfNQ,https://img.youtube.com/vi/jQASzEhxfNQ/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-04,Section-D1a5-VideoList-AX,04. ??????,AX.04.,AX.04.,AX.04.,AX.04.,AX.04.,AX.04.,AX.04.,AX.04.,AX.04.,AX.04.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-05,05. La Casa De Papel (Money Heist) - The Funeral,https://www.youtube.com/watch?v=wsMnNyfo3vc,https://img.youtube.com/vi/wsMnNyfo3vc/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-05,Section-D1a5-VideoList-AX,05. ??????,AX.05.,AX.05.,AX.05.,AX.05.,AX.05.,AX.05.,AX.05.,AX.05.,AX.05.,AX.05.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-06,06. La Casa De Papel (Money Heist) - Ti Amo,https://www.youtube.com/watch?v=K3xtWk9VJ5s,https://img.youtube.com/vi/K3xtWk9VJ5s/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-06,Section-D1a5-VideoList-AX,06. ??????,AX.06.,AX.06.,AX.06.,AX.06.,AX.06.,AX.06.,AX.06.,AX.06.,AX.06.,AX.06.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-07,07. La Casa De Papel (Money Heist) - Fix You,https://www.youtube.com/watch?v=2nsxSUQ_x8c,https://img.youtube.com/vi/2nsxSUQ_x8c/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-07,Section-D1a5-VideoList-AX,07. ??????,AX.07.,AX.07.,AX.07.,AX.07.,AX.07.,AX.07.,AX.07.,AX.07.,AX.07.,AX.07.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-08,08. La Casa De Papel (Money Heist) - Becky G - Bella Ciao,https://www.youtube.com/watch?v=l5TMjYj-8MQ,https://img.youtube.com/vi/l5TMjYj-8MQ/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-08,Section-D1a5-VideoList-AX,08. ??????,AX.08.,AX.08.,AX.08.,AX.08.,AX.08.,AX.08.,AX.08.,AX.08.,AX.08.,AX.08.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-09,09. La Casa De Papel (Money Heist) - Delia - Bella Ciao,https://www.youtube.com/watch?v=nJTOD5jjac4,https://img.youtube.com/vi/nJTOD5jjac4/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-09,Section-D1a5-VideoList-AX,09. ??????,AX.09.,AX.09.,AX.09.,AX.09.,AX.09.,AX.09.,AX.09.,AX.09.,AX.09.,AX.09.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-10,10. La Casa De Papel (Money Heist) - Rumba Bass - Bella Ciao,https://www.youtube.com/watch?v=prnfmzQ8-yI,https://img.youtube.com/vi/prnfmzQ8-yI/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-10,Section-D1a5-VideoList-AX,10. ??????,AX.10.,AX.10.,AX.10.,AX.10.,AX.10.,AX.10.,AX.10.,AX.10.,AX.10.,AX.10.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-11,11. La Casa De Papel (Money Heist) - JoeFancy - Bella Ciao,https://www.youtube.com/watch?v=CY1HZF72_fY,https://img.youtube.com/vi/CY1HZF72_fY/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-11,Section-D1a5-VideoList-AX,11. ??????,AX.11.,AX.11.,AX.11.,AX.11.,AX.11.,AX.11.,AX.11.,AX.11.,AX.11.,AX.11.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-12,12. La Casa De Papel (Money Heist) - The End of The Heist,https://www.youtube.com/watch?v=vjnHMZFGRI0,https://img.youtube.com/vi/vjnHMZFGRI0/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-12,Section-D1a5-VideoList-AX,12. ??????,AX.12.,AX.12.,AX.12.,AX.12.,AX.12.,AX.12.,AX.12.,AX.12.,AX.12.,AX.12.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-13,13. La Casa De Papel (Money Heist) - Tokyo's Death,https://www.youtube.com/watch?v=1RS3GO3YllY,https://img.youtube.com/vi/1RS3GO3YllY/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-13,Section-D1a5-VideoList-AX,13. ??????,AX.13.,AX.13.,AX.13.,AX.13.,AX.13.,AX.13.,AX.13.,AX.13.,AX.13.,AX.13.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-14,14. La Casa De Papel (Money Heist) - The End of The Heist,https://www.youtube.com/watch?v=LHuDVf6FzI0,https://img.youtube.com/vi/LHuDVf6FzI0/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-14,Section-D1a5-VideoList-AX,14. ??????,AX.14.,AX.14.,AX.14.,AX.14.,AX.14.,AX.14.,AX.14.,AX.14.,AX.14.,AX.14.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-15,15. Bella Ciao - Esteriore Brothers,https://www.youtube.com/watch?v=A1dkZrpZgjY,https://img.youtube.com/vi/A1dkZrpZgjY/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-15,Section-D1a5-VideoList-AX,15. ??????,AX.15.,AX.15.,AX.15.,AX.15.,AX.15.,AX.15.,AX.15.,AX.15.,AX.15.,AX.15.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-16,"16. Bella Ciao - First Choir Band Of Gujarat (Ahmedabad, India)",https://www.youtube.com/watch?v=SXapeYbS1GY,https://img.youtube.com/vi/SXapeYbS1GY/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-16,Section-D1a5-VideoList-AX,16. ??????,AX.16.,AX.16.,AX.16.,AX.16.,AX.16.,AX.16.,AX.16.,AX.16.,AX.16.,AX.16.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-17,17. Bella Ciao - Balcony Sax Performance (Italy),https://www.youtube.com/watch?v=BSWYSww-RlY,https://img.youtube.com/vi/BSWYSww-RlY/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-17,Section-D1a5-VideoList-AX,17. ??????,AX.17.,AX.17.,AX.17.,AX.17.,AX.17.,AX.17.,AX.17.,AX.17.,AX.17.,AX.17.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-18,18. Bella Ciao - Orchestre Lamoureux,https://www.youtube.com/watch?v=t4QHdlKomOc,https://img.youtube.com/vi/t4QHdlKomOc/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-18,Section-D1a5-VideoList-AX,18. ??????,AX.18.,AX.18.,AX.18.,AX.18.,AX.18.,AX.18.,AX.18.,AX.18.,AX.18.,AX.18.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-19,19. Bella Ciao - Hauser (feat. Caroline Campbell),https://www.youtube.com/watch?v=xlsx9pAY7vI,https://img.youtube.com/vi/xlsx9pAY7vI/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-19,Section-D1a5-VideoList-AX,19. ??????,AX.19.,AX.19.,AX.19.,AX.19.,AX.19.,AX.19.,AX.19.,AX.19.,AX.19.,AX.19.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-20,20. Bella Ciao - The Dutch Tenors,https://www.youtube.com/watch?v=m5BbS5xxf1o,https://img.youtube.com/vi/m5BbS5xxf1o/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-20,Section-D1a5-VideoList-AX,20. ??????,AX.20.,AX.20.,AX.20.,AX.20.,AX.20.,AX.20.,AX.20.,AX.20.,AX.20.,AX.20.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-21,21. Bella Ciao - Peter Buka,https://www.youtube.com/watch?v=Z2h6N_-A8zM,https://img.youtube.com/vi/Z2h6N_-A8zM/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-21,Section-D1a5-VideoList-AX,21. ??????,AX.21.,AX.21.,AX.21.,AX.21.,AX.21.,AX.21.,AX.21.,AX.21.,AX.21.,AX.21.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-22,22. Bella Ciao - Cromatica Chorus (Virtual Choir),https://www.youtube.com/watch?v=zkjDojlqriY,https://img.youtube.com/vi/zkjDojlqriY/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-22,Section-D1a5-VideoList-AX,22. ??????,AX.22.,AX.22.,AX.22.,AX.22.,AX.22.,AX.22.,AX.22.,AX.22.,AX.22.,AX.22.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-23,23. Bella Ciao - Flashmob,https://www.youtube.com/watch?v=xhN55G6KdRk,https://img.youtube.com/vi/xhN55G6KdRk/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-23,Section-D1a5-VideoList-AX,23. ??????,AX.23.,AX.23.,AX.23.,AX.23.,AX.23.,AX.23.,AX.23.,AX.23.,AX.23.,AX.23.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-24,24. Bella ciao - Flashmob,https://www.youtube.com/watch?v=8y8zEzk9-A8,https://img.youtube.com/vi/8y8zEzk9-A8/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-24,Section-D1a5-VideoList-AX,24. ??????,AX.24.,AX.24.,AX.24.,AX.24.,AX.24.,AX.24.,AX.24.,AX.24.,AX.24.,AX.24.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-25,"25. Bella Ciao - Flashmob (Turin/Sardine, Italy)",https://www.youtube.com/watch?v=iDRiZouXOS8,https://img.youtube.com/vi/iDRiZouXOS8/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-25,Section-D1a5-VideoList-AX,25. ??????,AX.25.,AX.25.,AX.25.,AX.25.,AX.25.,AX.25.,AX.25.,AX.25.,AX.25.,AX.25.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-26,26. Bella Ciao - Steve Aoki & Delia (La Casa De Papel - Money Heist),https://www.youtube.com/watch?v=gQMnS1SofWM,https://img.youtube.com/vi/gQMnS1SofWM/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-26,Section-D1a5-VideoList-AX,26. ??????,AX.26.,AX.26.,AX.26.,AX.26.,AX.26.,AX.26.,AX.26.,AX.26.,AX.26.,AX.26.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-27,27. Bella Ciao - Hardwell & Maddix (La Casa De Papel - Money Heist),https://www.youtube.com/watch?v=0bmE9XY3sOc,https://img.youtube.com/vi/0bmE9XY3sOc/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-27,Section-D1a5-VideoList-AX,27. ??????,AX.27.,AX.27.,AX.27.,AX.27.,AX.27.,AX.27.,AX.27.,AX.27.,AX.27.,AX.27.
Section-D1a5-VideoList-AX,PlayListButton-AX-VideoListButton-28,28. La Casa De Papel (Money Heist) - Netflix Final Event,https://www.youtube.com/watch?v=l3XUssSglXk,https://img.youtube.com/vi/l3XUssSglXk/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AX-VideoListButton-28,Section-D1a5-VideoList-AX,28. ??????,AX.28.,AX.28.,AX.28.,AX.28.,AX.28.,AX.28.,AX.28.,AX.28.,AX.28.,AX.28.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-01,"01. Earth, Wind & Fire - Boogie Wonderland",https://www.youtube.com/watch?v=god7hAPv8f0,https://img.youtube.com/vi/god7hAPv8f0/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-01,Section-D1a5-VideoList-AY,01. ??????,AY.01.,AY.01.,AY.01.,AY.01.,AY.01.,AY.01.,AY.01.,AY.01.,AY.01.,AY.01.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-02,02. Sister Sledge - He's the Greatest Dancer,https://www.youtube.com/watch?v=fLLSwHaYk6k,https://img.youtube.com/vi/fLLSwHaYk6k/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-02,Section-D1a5-VideoList-AY,02. ??????,AY.02.,AY.02.,AY.02.,AY.02.,AY.02.,AY.02.,AY.02.,AY.02.,AY.02.,AY.02.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-03,03. The Brothers Johnson - Stomp!,https://www.youtube.com/watch?v=tPBDMihPRJA,https://img.youtube.com/vi/tPBDMihPRJA/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-03,Section-D1a5-VideoList-AY,03. ??????,AY.03.,AY.03.,AY.03.,AY.03.,AY.03.,AY.03.,AY.03.,AY.03.,AY.03.,AY.03.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-04,04. That's the Way (I like it) - KC & The Sunshine Band,https://www.youtube.com/watch?v=7UWkrEb_i-s,https://img.youtube.com/vi/7UWkrEb_i-s/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-04,Section-D1a5-VideoList-AY,04. ??????,AY.04.,AY.04.,AY.04.,AY.04.,AY.04.,AY.04.,AY.04.,AY.04.,AY.04.,AY.04.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-05,05. McFadden & Whitehead - Ain't No Stoppin' Us Now,https://www.youtube.com/watch?v=lCb360S4ik8,https://img.youtube.com/vi/lCb360S4ik8/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-05,Section-D1a5-VideoList-AY,05. ??????,AY.05.,AY.05.,AY.05.,AY.05.,AY.05.,AY.05.,AY.05.,AY.05.,AY.05.,AY.05.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-06,06. Donna Summer - Bad Girls,https://www.youtube.com/watch?v=Bucljr7jX3I,https://img.youtube.com/vi/Bucljr7jX3I/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-06,Section-D1a5-VideoList-AY,06. ??????,AY.06.,AY.06.,AY.06.,AY.06.,AY.06.,AY.06.,AY.06.,AY.06.,AY.06.,AY.06.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-07,07. Cheryl Lynn - Got To Be Real,https://www.youtube.com/watch?v=pbhiUlra64E,https://img.youtube.com/vi/pbhiUlra64E/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-07,Section-D1a5-VideoList-AY,07. ??????,AY.07.,AY.07.,AY.07.,AY.07.,AY.07.,AY.07.,AY.07.,AY.07.,AY.07.,AY.07.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-08,08. Chic - Le Freak,https://www.youtube.com/watch?v=92GjUmtSecc,https://img.youtube.com/vi/92GjUmtSecc/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-08,Section-D1a5-VideoList-AY,08. ??????,AY.08.,AY.08.,AY.08.,AY.08.,AY.08.,AY.08.,AY.08.,AY.08.,AY.08.,AY.08.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-09,09. Anita Ward - Ring My Bell,https://www.youtube.com/watch?v=AvEcIeWhjyU,https://img.youtube.com/vi/AvEcIeWhjyU/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-09,Section-D1a5-VideoList-AY,09. ??????,AY.09.,AY.09.,AY.09.,AY.09.,AY.09.,AY.09.,AY.09.,AY.09.,AY.09.,AY.09.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-10,10. KC & The Sunshine Band - (Shake Shake Shake) Shake Your Booty,https://www.youtube.com/watch?v=Dm7TdOzGTX8,https://img.youtube.com/vi/Dm7TdOzGTX8/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-10,Section-D1a5-VideoList-AY,10. ??????,AY.10.,AY.10.,AY.10.,AY.10.,AY.10.,AY.10.,AY.10.,AY.10.,AY.10.,AY.10.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-11,11. The Whispers - And the Beat Goes On,https://www.youtube.com/watch?v=slldMEPvUqA,https://img.youtube.com/vi/slldMEPvUqA/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-11,Section-D1a5-VideoList-AY,11. ??????,AY.11.,AY.11.,AY.11.,AY.11.,AY.11.,AY.11.,AY.11.,AY.11.,AY.11.,AY.11.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-12,12. Patrice Rushen - Forget Me Not,https://www.youtube.com/watch?v=35t96MH46Ko,https://img.youtube.com/vi/35t96MH46Ko/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-12,Section-D1a5-VideoList-AY,12. ??????,AY.12.,AY.12.,AY.12.,AY.12.,AY.12.,AY.12.,AY.12.,AY.12.,AY.12.,AY.12.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-13,13. Tavares - Heaven Must Be Missing An Angel,https://www.youtube.com/watch?v=-T4-k46hzYY,https://img.youtube.com/vi/-T4-k46hzYY/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-13,Section-D1a5-VideoList-AY,13. ??????,AY.13.,AY.13.,AY.13.,AY.13.,AY.13.,AY.13.,AY.13.,AY.13.,AY.13.,AY.13.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-14,14. The Trammps - Disco Inferno,https://www.youtube.com/watch?v=u5lSeYd_riw,https://img.youtube.com/vi/u5lSeYd_riw/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-14,Section-D1a5-VideoList-AY,14. ??????,AY.14.,AY.14.,AY.14.,AY.14.,AY.14.,AY.14.,AY.14.,AY.14.,AY.14.,AY.14.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-15,15. The Hues Corporation - Rock The Boat,https://www.youtube.com/watch?v=c-z7ci7a47M,https://img.youtube.com/vi/c-z7ci7a47M/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-15,Section-D1a5-VideoList-AY,15. ??????,AY.15.,AY.15.,AY.15.,AY.15.,AY.15.,AY.15.,AY.15.,AY.15.,AY.15.,AY.15.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-16,16. Shalamar - A Night To Remember,https://www.youtube.com/watch?v=guB_jQkCzCo,https://img.youtube.com/vi/guB_jQkCzCo/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-16,Section-D1a5-VideoList-AY,16. ??????,AY.16.,AY.16.,AY.16.,AY.16.,AY.16.,AY.16.,AY.16.,AY.16.,AY.16.,AY.16.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-17,17. Silver Convention - Get up and boogie,https://www.youtube.com/watch?v=hKGrfC1860o,https://img.youtube.com/vi/hKGrfC1860o/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-17,Section-D1a5-VideoList-AY,17. ??????,AY.17.,AY.17.,AY.17.,AY.17.,AY.17.,AY.17.,AY.17.,AY.17.,AY.17.,AY.17.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-18,18. KC and the Sunshine Band - I'm Your Boogie Man,https://www.youtube.com/watch?v=_Ee3C2m3OXE,https://img.youtube.com/vi/_Ee3C2m3OXE/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-18,Section-D1a5-VideoList-AY,18. ??????,AY.18.,AY.18.,AY.18.,AY.18.,AY.18.,AY.18.,AY.18.,AY.18.,AY.18.,AY.18.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-19,19. Bee Gees - Stayin' Alive,https://www.youtube.com/watch?v=I_izvAbhExY,https://img.youtube.com/vi/I_izvAbhExY/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-19,Section-D1a5-VideoList-AY,19. ??????,AY.19.,AY.19.,AY.19.,AY.19.,AY.19.,AY.19.,AY.19.,AY.19.,AY.19.,AY.19.
Section-D1a5-VideoList-AY,PlayListButton-AY-VideoListButton-20,20. Bee Gees - Night Fever,https://www.youtube.com/watch?v=-ihs-vT9T3Q,https://img.youtube.com/vi/-ihs-vT9T3Q/maxresdefault.jpg,ClickedVideoListButton,PlayListButton-AY-VideoListButton-20,Section-D1a5-VideoList-AY,20. ??????,AY.20.,AY.20.,AY.20.,AY.20.,AY.20.,AY.20.,AY.20.,AY.20.,AY.20.,AY.20.
